,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,cleaned_review
2135,2135,2020-10-18 21:57:14,,"Please add a service on Bill Pay that lets you add in a “Total Due” so as your paying your bills it subtract from the total owed. This would guarantee that you would not overpay a bill.. also you can put a setting as to how much to pay until it is completed. An email should go out letting the customer know you’re either close or finished paying a bill. 

I hear BofA has this.. 

We live in a technical driven world why you do not have this is beyond me. Wanna help me manage my money? Put this system into play immediately.!!!!

Thank you!! Dan McGregor",5,False,sir-walk-alot,Manage Better..you should add a “limit set” to bill pay it’s stops paying on the auto pay bill.,"please add a service on bill pay that lets you add in a total due so as your paying your bills it subtract from the total owed this would guarantee that you would not overpay a bill also you can put a setting as to how much to pay until it is completed an email should go out letting the customer know youre either close or finished paying a bill 

i hear bofa has this 

we live in a technical driven world why you do not have this is beyond me wanna help me manage my money put this system into play immediately

thank you dan mcgregor"
2144,2144,2019-07-10 15:03:51,,Limited functions available in mobile app and several simply do not work. I use iPhone 8+ and always have IOS and app up to date: have tried for 2 days to look at FICO score and every time I try the app closes and asks me to rate it - so here is my rating. Other functions generally work ok but much slower than computer even when using Wireless.,5,False,Epeeboy,Inconsistent and slow,limited functions available in mobile app and several simply do not work i use iphone 8 and always have ios and app up to date have tried for 2 days to look at fico score and every time i try the app closes and asks me to rate it  so here is my rating other functions generally work ok but much slower than computer even when using wireless
2146,2146,2019-07-08 17:44:41,,"Even though I give you high ratings both the site and the app for the phone continually asking me to verify my email address. My email is correct and has been correct yet every time I have to select later or try to put it in even though it will not except.  This should be fixed as it is very annoying.

V/r",5,False,JFD 1960,Site,"even though i give you high ratings both the site and the app for the phone continually asking me to verify my email address my email is correct and has been correct yet every time i have to select later or try to put it in even though it will not except  this should be fixed as it is very annoying

vr"
2150,2150,2018-11-17 00:16:46,,"This app is alright. They need a pop up to explain that you need Wi-Fi for it to work otherwise, you'll just get a message saying to try the app again later. Also, I'm frustrated with the limit with online deposits. I'm only allowed $XXXX per month and I exceeded it last month and it wasn't even my fault (late paycheck from employer resulted in many paychecks in a small period of time). Outside of this 2 things the app works pretty well.",4,False,White Lotus 88,The WF app is alright,this app is alright they need a pop up to explain that you need wifi for it to work otherwise youll just get a message saying to try the app again later also im frustrated with the limit with online deposits im only allowed xxxx per month and i exceeded it last month and it wasnt even my fault late paycheck from employer resulted in many paychecks in a small period of time outside of this 2 things the app works pretty well
2153,2153,2023-11-13 02:44:50,,"It’s simple I love this appapp works very well easy to find what you need user friendly I love it I’m always using it to track my payments, receipts ,and money send through Zelle which is also so useful that is how I send money to my wife and it’s lightning fast hope they keep this app running the way it does don’t mess it up",5,False,dhjcsjhk,A must have !!!!,its simple i love this appapp works very well easy to find what you need user friendly i love it im always using it to track my payments receipts and money send through zelle which is also so useful that is how i send money to my wife and its lightning fast hope they keep this app running the way it does dont mess it up
2154,2154,2017-10-31 00:07:04,,"OK this is my third try at writing this review. That tells you something right there. I have this app on my previous phone, and now I have it on a brand new iPhone, and the check deposit function is just not working. It won't let you take the photograph of the front or back of the check. When I first got this it was the coolest thing ever. Now it's just ridiculous that you can't do it",4,False,Ssdfgpa,Pathetic,ok this is my third try at writing this review that tells you something right there i have this app on my previous phone and now i have it on a brand new iphone and the check deposit function is just not working it wont let you take the photograph of the front or back of the check when i first got this it was the coolest thing ever now its just ridiculous that you cant do it
2155,2155,2017-07-31 18:44:45,,"This used to work. Now, 9 out of 10 times the app is ""temporarily unavailable"".   Can't do mobile deposits (which is essentially the only thing I need it for) and can't use the cardless ATM, because of course, unavailable whenever i need it. Then, when explaining issue to the CS message center, they miss the boat completely, solving a problem I don't have because they didn't read the email. Maybe fix the basic issues before professing you have a new feature??? And read the emails before trying to solve non problems???  Wells Fargo made a bad choice with this app DEV team.",1,False,Emawesome19990929,Terrible terrible unreliable app,this used to work now 9 out of 10 times the app is temporarily unavailable   cant do mobile deposits which is essentially the only thing i need it for and cant use the cardless atm because of course unavailable whenever i need it then when explaining issue to the cs message center they miss the boat completely solving a problem i dont have because they didnt read the email maybe fix the basic issues before professing you have a new feature and read the emails before trying to solve non problems  wells fargo made a bad choice with this app dev team
2157,2157,2024-04-05 11:20:41,"{'id': 43091184, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Sofia"", 'modified': '2024-04-06T23:52:40Z'}","Mobile deposit is a joke. I have been trying for 2 weeks to deposit a check. It always says need a darker background. My table is black so I don’t think it can get any darker than that.  I have tried with lights on and off, sunlight, nighttime, camera flash, no flash and get the same error. Mobile deposit is only easy if you are trying to have a heart attack quicker. I have never done anything so frustrating in my life. I am just going to go see the teller at the banker. It will be much easier and least have a conversation with someone.",1,False,Never use mobile deposit,Irritated,mobile deposit is a joke i have been trying for 2 weeks to deposit a check it always says need a darker background my table is black so i dont think it can get any darker than that  i have tried with lights on and off sunlight nighttime camera flash no flash and get the same error mobile deposit is only easy if you are trying to have a heart attack quicker i have never done anything so frustrating in my life i am just going to go see the teller at the banker it will be much easier and least have a conversation with someone
2164,2164,2022-09-01 01:57:16,"{'id': 31850954, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Becky"", 'modified': '2022-09-05T18:04:14Z'}","WFB app was the best bank app I’ve ever used. So why change it, and possibly change banks. Because if I need a new phone to get IOS 13, I will have to change everything, direct deposits, automatic payments . All I need to continue using WFB is the use of the fingerprint on the app, I don’t need a new iPhone ! Since when did WFB start selling iPhones for Apple ????",5,False,Lucurm,App review,wfb app was the best bank app ive ever used so why change it and possibly change banks because if i need a new phone to get ios 13 i will have to change everything direct deposits automatic payments  all i need to continue using wfb is the use of the fingerprint on the app i dont need a new iphone  since when did wfb start selling iphones for apple 
2169,2169,2022-02-15 22:45:45,"{'id': 28116074, 'body': 'Hello. I understand how frustrating this is. For assistance, please call us at 1-800-869-3557. Thank you. -Becky', 'modified': '2022-02-17T23:11:29Z'}",Logged into app account and first thing they ask you is about paperless statements. This choice was answered and would not ‘ continue’ to access rest of app and needed information. Plus no ability to close or go back. Finally time of session closed the page. Sooo frustrated!,5,False,Alwsys trying,Wells Fargo opening page got stuck,logged into app account and first thing they ask you is about paperless statements this choice was answered and would not  continue to access rest of app and needed information plus no ability to close or go back finally time of session closed the page sooo frustrated
2170,2170,2022-03-11 07:47:02,"{'id': 28565971, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. In addition, please call 1-800-956-4442 for further assistance. Thank you. -Tania\r\n ', 'modified': '2022-03-14T15:23:55Z'}","For the past year every time I try to sign in to my personal accounts, I am not offered the option of “signing into personal account” but a myriad of sites for every other type of banking service including instructions on signing up for online banking.  It’s extremely frustrating to wade through all Wells Fargo’s services and offers when you just want to sign into your own account . I hope the new 2022 changes aren’t more of the same.",2,False,Tennesseewoman,Difficult to access,for the past year every time i try to sign in to my personal accounts i am not offered the option of signing into personal account but a myriad of sites for every other type of banking service including instructions on signing up for online banking  its extremely frustrating to wade through all wells fargos services and offers when you just want to sign into your own account  i hope the new 2022 changes arent more of the same
2171,2171,2022-03-06 17:10:37,"{'id': 28438003, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. If you need additional assistance, or if you experience an error, please call 1-800-956-4442. Thanks again. -Anthony', 'modified': '2022-03-08T02:29:44Z'}",Why isn’t there a search feature on this new app? There was on the old app. Plus you could just lookup checks or withdrawals. You dropped things that are important to your customers. The app might look new and shiny but it doesn’t incorporate a lot of the old features that were very important. I’m not impressed with this new app. I don’t understand why I can’t look up transactions quickly. Please put add on the older features ASAP!,3,False,Mjsgreen,New app,why isnt there a search feature on this new app there was on the old app plus you could just lookup checks or withdrawals you dropped things that are important to your customers the app might look new and shiny but it doesnt incorporate a lot of the old features that were very important im not impressed with this new app i dont understand why i cant look up transactions quickly please put add on the older features asap
2172,2172,2022-02-26 22:10:48,,"Most of the functionality of the old app or web page seems gone. Calling up a bank account and you get a the last couple transactions snd a current ballence.  No account transfer options, list of pendings, etc. you do get cancel card or other functions that might be more critical if you just lost your card. But otherwise seemed much less useful.  Pretty but not functional.",3,False,KellyStarks,Striped down to little,most of the functionality of the old app or web page seems gone calling up a bank account and you get a the last couple transactions snd a current ballence  no account transfer options list of pendings etc you do get cancel card or other functions that might be more critical if you just lost your card but otherwise seemed much less useful  pretty but not functional
2173,2173,2022-02-24 14:36:44,,"App update is Ok, easy to navigate. A problem for me at least is the logon page. The popup of the letters or figures as you type is too small and too fast. A few went away before I could see them. As hard as it is to type correctly on a phone keyboard, a larger, longer popup is needed. It was fine on the previous version so just do that again.",4,False,xtsnscribe,App revision,app update is ok easy to navigate a problem for me at least is the logon page the popup of the letters or figures as you type is too small and too fast a few went away before i could see them as hard as it is to type correctly on a phone keyboard a larger longer popup is needed it was fine on the previous version so just do that again
2174,2174,2022-02-21 23:33:08,"{'id': 28245076, 'body': ""We're sorry to hear that and would like to make sure your concerns are addressed. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Desiree"", 'modified': '2022-02-24T23:52:24Z'}","Cons: I do NOT like the new or old WF app. Your transactions doesn’t show up right away, your payment doesn’t reflect right away, you can not get the FULL amount of your cash rewards (only in $25 increments when transferring the funds into your checking account) and they don’t allow you to have a credit balance shown on your account. 

Pros: They have 2% cash back on all purchases, you can choose how you want to spend your cash back, and their checking account gains interest.",2,False,ok now do better,Do better,"cons i do not like the new or old wf app your transactions doesnt show up right away your payment doesnt reflect right away you can not get the full amount of your cash rewards only in 25 increments when transferring the funds into your checking account and they dont allow you to have a credit balance shown on your account 

pros they have 2 cash back on all purchases you can choose how you want to spend your cash back and their checking account gains interest"
2175,2175,2022-01-07 17:48:26,"{'id': 27351342, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2022-01-10T15:05:20Z'}","Love the App but customer service is the worst 
You call about any issues they keep you on hold for over hour if they can’t answer the phone when customers call maybe they should hire actual people to do the job people want to resolve issues regarding their money! So Zero * on customer service!",5,False,Dawnt23,App is great but…,"love the app but customer service is the worst 
you call about any issues they keep you on hold for over hour if they cant answer the phone when customers call maybe they should hire actual people to do the job people want to resolve issues regarding their money so zero  on customer service"
2177,2177,2021-07-09 01:53:33,"{'id': 23887467, 'body': ""We're sorry to hear that and would like to\xa0try and\xa0help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Aud"", 'modified': '2021-07-12T17:11:13Z'}","I gave up.  At first I was informed that I should be using a different account.  After I used the other credit card, I was prompted to transfer money from the other account, but I had no idea of how much.  Things got worse.  I couldn’t make an acceptable entry for the Zürich airport.  Apparently I needed to use an English spelling.",5,False,John ChS,Redeeming points for airfare is a nightmare,i gave up  at first i was informed that i should be using a different account  after i used the other credit card i was prompted to transfer money from the other account but i had no idea of how much  things got worse  i couldnt make an acceptable entry for the zürich airport  apparently i needed to use an english spelling
2178,2178,2021-08-05 17:17:04,"{'id': 24364575, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Anthony', 'modified': '2021-08-07T01:12:28Z'}",The application automatically groups your accounts but you cannot rearrange the groups or add your own groups. For example there are some savings accounts that I would like to be able to group differently because yes it is a savings account but it is escrow for taxes.  Also with teen accounts would be nice to be able to keep separate and/or group by child,4,False,ghtx27,Great except….,the application automatically groups your accounts but you cannot rearrange the groups or add your own groups for example there are some savings accounts that i would like to be able to group differently because yes it is a savings account but it is escrow for taxes  also with teen accounts would be nice to be able to keep separate andor group by child
2179,2179,2021-04-25 22:03:35,,I've used WF B mobile app since their first clumsy version. This new one is light years ahead in technology. The excefficiency of the camera software is superb. The check deposit feature which I use most often is so much faster and more accurate than it used to be. If you bank at WFB then you must get this app!,5,False,Bird Seedman,Wells Fargo's Mobile App Works Great ...,ive used wf b mobile app since their first clumsy version this new one is light years ahead in technology the excefficiency of the camera software is superb the check deposit feature which i use most often is so much faster and more accurate than it used to be if you bank at wfb then you must get this app
2180,2180,2021-02-12 04:09:26,,"I love the easy, and convenience of this app very much. It’s a great way to avoid the hustle of being inline at the bank for almost everything. I love it and recommend it to all. It’s convenience is even much more needed during this extremely sad pandemic times. Use this be safe and God please everyone and keep you all safe.",5,False,MR BUSY MAN,Excellent User friendly app,i love the easy and convenience of this app very much its a great way to avoid the hustle of being inline at the bank for almost everything i love it and recommend it to all its convenience is even much more needed during this extremely sad pandemic times use this be safe and god please everyone and keep you all safe
2181,2181,2020-12-03 23:35:56,,I am not happy with the way somebody decided without asking me if I wanted the format changed. When you get into a routine of where everything is you can zip through and get your online banking done. Now I have to go searching around to find where everything was moved to. I honestly don’t care for it.,5,False,Mr 354354,My online app,i am not happy with the way somebody decided without asking me if i wanted the format changed when you get into a routine of where everything is you can zip through and get your online banking done now i have to go searching around to find where everything was moved to i honestly dont care for it
2182,2182,2021-01-29 19:45:24,,"I was prompted this morning to change my password because the terms and conditions were updated. Fine, I did just that and things seemed fine. An hour later I wanted to double check funds, and a pop up told me I had to log in before I could use my fingerprint again. Once again, fine, I understand, but now it says it doesn’t recognize my login info. I logged in on the website and it works, I tried again on this app and it still says not recognized. What’s the point of having this app if I can’t use it? Fix this problem and I’ll change my rating.",1,False,Lykos20,Ridiculous,i was prompted this morning to change my password because the terms and conditions were updated fine i did just that and things seemed fine an hour later i wanted to double check funds and a pop up told me i had to log in before i could use my fingerprint again once again fine i understand but now it says it doesnt recognize my login info i logged in on the website and it works i tried again on this app and it still says not recognized whats the point of having this app if i cant use it fix this problem and ill change my rating
2183,2183,2021-01-20 16:13:57,,"The customer service I have come to expect as a business owner is not there.  I can not do business effectively over a phone app.  Many problems as you shut down all your branches yet continue to show large profits at you customers expense.  
Yes. I do need a bank sadly.  However I can not rate your new style of service for a commercial banker anything other than a 1 Star.",4,False,jimmy8540,Business owner,"the customer service i have come to expect as a business owner is not there  i can not do business effectively over a phone app  many problems as you shut down all your branches yet continue to show large profits at you customers expense  
yes i do need a bank sadly  however i can not rate your new style of service for a commercial banker anything other than a 1 star"
2184,2184,2020-11-25 19:36:06,,I wish they would have real time brokerage account information instead of delayed 15 minutes. Like the iPad has like the app a lot but I would like to have real time information on my brokerage account. I wish they would change this. The iPad app will let you refresh and have up to the second information.,5,False,Housing.,Brokerage account,i wish they would have real time brokerage account information instead of delayed 15 minutes like the ipad has like the app a lot but i would like to have real time information on my brokerage account i wish they would change this the ipad app will let you refresh and have up to the second information
2185,2185,2020-09-08 17:06:47,,"I have tried other banks , and always go back to Wells Fargo , Wells Fargo staff is always willing to help in every way possible , I just wish the grundy va Branch would open back up and also it would be really nice to have a branch bank in Hurley va  643 hurley rd.  Would be nice to give  legacy bank / aka Grundy national bank a run for their money. This needs to be taken into great consideration.",5,False,0754236800,Dependable,i have tried other banks  and always go back to wells fargo  wells fargo staff is always willing to help in every way possible  i just wish the grundy va branch would open back up and also it would be really nice to have a branch bank in hurley va  643 hurley rd  would be nice to give  legacy bank  aka grundy national bank a run for their money this needs to be taken into great consideration
2186,2186,2020-08-20 22:58:46,,Been using this app for over 4 years!  Able to check my account easily with Touch ID and even tried cardless access from the App to ATM.  Easy to keep track of expenses and deposits.  Love the ATM for depositing cash and checks.  I’m also able to despots checks as low as $8 without having to drive across town to desposit it. Never need to enter the bank.  Love it!  Highly recommend!!,5,False,Msjenita08,AWESOME EASY APP,been using this app for over 4 years  able to check my account easily with touch id and even tried cardless access from the app to atm  easy to keep track of expenses and deposits  love the atm for depositing cash and checks  im also able to despots checks as low as 8 without having to drive across town to desposit it never need to enter the bank  love it  highly recommend
2187,2187,2020-09-02 03:43:53,,"Literally every thing is excellent on the app except the mobile check deposit feature. Ninety percent of the time it gives me the error that the amount I input does not match the amount on the check. I’ve tried calling customer support and they only tell me to deposit it at the atm, which defeats the purpose of the mobile check deposit feature. I wish their photo processing of the checks would be fixed so it can recognize the amount on the checks better.",2,False,oe96,Mobile Check Deposit doesn’t work,literally every thing is excellent on the app except the mobile check deposit feature ninety percent of the time it gives me the error that the amount i input does not match the amount on the check ive tried calling customer support and they only tell me to deposit it at the atm which defeats the purpose of the mobile check deposit feature i wish their photo processing of the checks would be fixed so it can recognize the amount on the checks better
2188,2188,2020-07-29 22:05:15,,"I use this WF app at least seven times a week. Once you discover all the lists and ways to display your portfolio information, as questions pop up, I can easily get answers and research comparisons. The available Research links are also easy to read through. 

I run this on an iPhone as well as an iPad. The larger mobile device is easier to do financial management with. The smart phone is usually with me si answers are only an internet connection away. 

Mobile banking:  I easily photo and e-deposit any paper checks that come my way. 

I have multiple accounts and have given them easy to understand names. 

I like the functionality and ease of use; recommended.",5,False,Barefeet Sailor,Daily App User,"i use this wf app at least seven times a week once you discover all the lists and ways to display your portfolio information as questions pop up i can easily get answers and research comparisons the available research links are also easy to read through 

i run this on an iphone as well as an ipad the larger mobile device is easier to do financial management with the smart phone is usually with me si answers are only an internet connection away 

mobile banking  i easily photo and edeposit any paper checks that come my way 

i have multiple accounts and have given them easy to understand names 

i like the functionality and ease of use recommended"
2192,2192,2020-02-23 01:29:29,,"It is so quick and so easy to send money with the Zell feature by Wells Fargo you get it in less than a few seconds that it takes to push in the amount you want to send. I really appreciate Wells Fargo for adding this feature to make it easy to send money to my family ,we all have Wells Fargo.👏🏾👌🏽💰🤗",5,False,dw7669,Things made easy,it is so quick and so easy to send money with the zell feature by wells fargo you get it in less than a few seconds that it takes to push in the amount you want to send i really appreciate wells fargo for adding this feature to make it easy to send money to my family we all have wells fargo
2198,2198,2019-04-27 15:08:40,,"This is evidence of what happens when you have developers create the app without having user feedback or design thinking applied. This app is not ADA compliant, takes around 1-2 minutes to change between screens, and notices take up the whole screen while account activity is almost hidden. A lot of work needs to be done in redesigning this.",5,False,Kl2,A lot to be desired,this is evidence of what happens when you have developers create the app without having user feedback or design thinking applied this app is not ada compliant takes around 12 minutes to change between screens and notices take up the whole screen while account activity is almost hidden a lot of work needs to be done in redesigning this
2202,2202,2018-09-26 19:26:43,,That lightbulb that constantly blinks at me on the app when im looking at my accounts drives me insane. It makes me want to change banks. It is the most ridiculous thing to me. Always blinking and always reminding me of crap of no importance. And then after i look at the info that i didnt need i go back and its like i never looked cause the little blue lightbulb still friggan blinks at me.,5,False,grabmeandtakemeaway,Lightbulb,that lightbulb that constantly blinks at me on the app when im looking at my accounts drives me insane it makes me want to change banks it is the most ridiculous thing to me always blinking and always reminding me of crap of no importance and then after i look at the info that i didnt need i go back and its like i never looked cause the little blue lightbulb still friggan blinks at me
2203,2203,2018-05-28 17:16:09,,"Much of the original desktop functionality is now missing from both the mobile AND desktop experience. Please revert back or at least add back the desktop features to be responsive to various devices, including bill pay desktop features, etc.",5,False,Charlene Barone,Desktop functionality missing,much of the original desktop functionality is now missing from both the mobile and desktop experience please revert back or at least add back the desktop features to be responsive to various devices including bill pay desktop features etc
2204,2204,2018-07-10 16:32:39,,"I want to put more money to my escrow balance and to do that, I simply transfer the money.

Unfortunately, it is impossible to uncheck the mortgage payment box at the top and only pay additional escrow.

I’m on auto pay and I want my mortgage payment to continue to follow the cycle. I should be able to uncheck the box so I can make additional payments to escrow or even principal if I like. Now I have to sign into my account on my computer. It’s just a less convenient step, which for an app’s sake, is why I use it.",2,False,EtherLegacy,Cannot pay to escrow without paying mortgage,"i want to put more money to my escrow balance and to do that i simply transfer the money

unfortunately it is impossible to uncheck the mortgage payment box at the top and only pay additional escrow

im on auto pay and i want my mortgage payment to continue to follow the cycle i should be able to uncheck the box so i can make additional payments to escrow or even principal if i like now i have to sign into my account on my computer its just a less convenient step which for an apps sake is why i use it"
2205,2205,2018-05-19 22:35:20,,"I don’t know why just about everyone I know can make electronic deposits and they go into their accounts within minutes regardless of whether it’s a weekday, weekend, holiday, whatever. Mine always take days to clear with Wells Fargo. I can’t wait to switch banks. Just need to clear a few things up and find time to actually go open an account elsewhere.",5,False,TRKennedy,Electronic Deposits,i dont know why just about everyone i know can make electronic deposits and they go into their accounts within minutes regardless of whether its a weekday weekend holiday whatever mine always take days to clear with wells fargo i cant wait to switch banks just need to clear a few things up and find time to actually go open an account elsewhere
2211,2211,2024-09-13 13:10:37,,"When I downloaded this app and sign in, it says I need to upgrade and it brings me back here. Why do I need to upgrade if I’m just getting the app? It let’s me know if this version is compatible before downloading the app. Can someone look into it and fix it ASAP. Thank you and have a great day❤️!",5,False,CME06213,Something is seriously wrong here.,when i downloaded this app and sign in it says i need to upgrade and it brings me back here why do i need to upgrade if im just getting the app it lets me know if this version is compatible before downloading the app can someone look into it and fix it asap thank you and have a great day
2212,2212,2018-02-11 08:15:48,,"All my other financial apps (Capital one, Bank of America) have 3D Touch as well as a widget and a Watch app — features that are convenient and save time. Those apps also just function faster. 

Wells Fargo app looks OK except for the excessive advertising/marketing, which I wish I could opt out of. They’re already making money from me (and have been fined for stealing lots more from others). I just want an app that is simple and minimalist and functional.

It’s 2018, WF. Work harder for your customers please.

Wells Fargo could improve this app by incorporating Force Touch so that their customers can get a balance and save time doing so, as well as a widget that is updated. Capital One in particular seems to be able to do this quite easily and elegantly. 

All these things would make the Wells Fargo app a five-star creation. At the moment, though it’s not ugly, it takes too much of my time. Do you think WF will catch a clue anytime soon?",1,False,Yowzoe,No 📱widget. No ⌚️ app.,"all my other financial apps capital one bank of america have 3d touch as well as a widget and a watch app  features that are convenient and save time those apps also just function faster 

wells fargo app looks ok except for the excessive advertisingmarketing which i wish i could opt out of theyre already making money from me and have been fined for stealing lots more from others i just want an app that is simple and minimalist and functional

its 2018 wf work harder for your customers please

wells fargo could improve this app by incorporating force touch so that their customers can get a balance and save time doing so as well as a widget that is updated capital one in particular seems to be able to do this quite easily and elegantly 

all these things would make the wells fargo app a fivestar creation at the moment though its not ugly it takes too much of my time do you think wf will catch a clue anytime soon"
2213,2213,2024-08-26 16:45:00,,"Overall a decent app, calling in for things hasn’t been a hassle and everyone has been overall very nice. I just wish there was a widget I could put on my phone to do a little “quick view” of my accounts balances. Otherwise I’m fairly happy with it nothing to complain about really.",5,False,coolkidsdontdrink,👍🏼,overall a decent app calling in for things hasnt been a hassle and everyone has been overall very nice i just wish there was a widget i could put on my phone to do a little quick view of my accounts balances otherwise im fairly happy with it nothing to complain about really
2216,2216,2023-12-10 21:45:54,"{'id': 40631493, 'body': ""We're sorry to hear that and want to look further into this. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Hanj\n"", 'modified': '2023-12-12T06:49:09Z'}","A nice app., but in order to qualify for five stars, an effective physical security key is needed.

In other words, the app requires a simple modification to provide the user with the option to use the security key as the exclusive and sole method of second factor verification.

In other words, without the security key, the user must visit a wells fargo store/office, present a government i.d., and request in person that wells fargo unlock the account.",4,False,Franklyn58,Security key,"a nice app but in order to qualify for five stars an effective physical security key is needed

in other words the app requires a simple modification to provide the user with the option to use the security key as the exclusive and sole method of second factor verification

in other words without the security key the user must visit a wells fargo storeoffice present a government id and request in person that wells fargo unlock the account"
2217,2217,2023-08-30 18:28:46,"{'id': 38653040, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Hanj\n', 'modified': '2023-09-01T04:01:03Z'}","Direct deposit is amazingly convenient. Seeing all my account balances neatly organized is great. FICO credit store is neat to see too. Face ID sign in is much appreciated. 
But I wish there were less pop ups about investing and whatever other new feature Wells Fargo wants to sell me. It’s like ads for the app within the app.",5,False,SnugglyPenguin,Very convenient,"direct deposit is amazingly convenient seeing all my account balances neatly organized is great fico credit store is neat to see too face id sign in is much appreciated 
but i wish there were less pop ups about investing and whatever other new feature wells fargo wants to sell me its like ads for the app within the app"
2222,2222,2022-11-27 23:56:46,"{'id': 33440257, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. For additional assistance, please call 1-800-956-4442. Thanks again. -Anthony', 'modified': '2022-11-29T23:21:39Z'}","A while ago the app was changed so that it is very hard to read if you have low vision. There is no opportunity to change the contrast to reverse contrast, so we have white letters on a black. There was no way to make the letters bigger to be able to see properly.  Overall, the accessibility of the app is poor.  I have to use other devices to be able to read the app.  I should be able to have the opportunity to do reverse contrast and make the letters more bold if I need it to be able to properly see what's going on in my bank account.",1,False,Ask questions,Wells Fargo app,a while ago the app was changed so that it is very hard to read if you have low vision there is no opportunity to change the contrast to reverse contrast so we have white letters on a black there was no way to make the letters bigger to be able to see properly  overall the accessibility of the app is poor  i have to use other devices to be able to read the app  i should be able to have the opportunity to do reverse contrast and make the letters more bold if i need it to be able to properly see whats going on in my bank account
2228,2228,2022-03-06 16:36:47,"{'id': 28437070, 'body': 'Thank you for providing this feedback. We truly value your opinion. I apologize for the inconvenience. You can take digital tours to learn how to navigate the new app here: https://featuredemos.wf.com/en/home. Otherwise, for online or app assistance, please call 1-800-956-4442. -Aud', 'modified': '2022-03-08T01:07:49Z'}","The app has just recently been updated.  I like it EXCEPT I do not like that it doesn’t show the name of the retailer on most disbursements unless you go into them individually.  I wish they would change that part of it.  Otherwise, it is fine, but that one thing is quite frustrating.",5,False,Kathy Jenkins Johnson,Wells Fargo Mobile Banking,the app has just recently been updated  i like it except i do not like that it doesnt show the name of the retailer on most disbursements unless you go into them individually  i wish they would change that part of it  otherwise it is fine but that one thing is quite frustrating
2230,2230,2022-02-24 12:59:49,,"Update is terrible. 

Now you can’t see most line items on cell phone without going into transaction. If you want to see receipt, you leave wellsfargo to view, then when you close the view it takes you back to beginning of your account, not where you were.",5,False,ljaii,New update,"update is terrible 

now you cant see most line items on cell phone without going into transaction if you want to see receipt you leave wellsfargo to view then when you close the view it takes you back to beginning of your account not where you were"
2231,2231,2022-03-01 12:34:41,,"The new look is immediately more intuitive than the previous, thank you! Cleaner navigation that feels less like a clunky web site.

Unfortunately, the Manage Alerts navigation is screwed up. If I just look at but do not modify an alert that has Push notifications, the Cancel button is missing and replaced by an Unsubscribe button. Pressing the X to close goes back 2 levels of navigation. Super frustrating.

The vertical scroll position is forgotten when returning to a previous page. Frustrating.

Please reduce the number of annoying service ads that pop up on login and get in my way when I urgently need to fix an issue with my balance.",4,False,Colb20130210,New UI much better,"the new look is immediately more intuitive than the previous thank you cleaner navigation that feels less like a clunky web site

unfortunately the manage alerts navigation is screwed up if i just look at but do not modify an alert that has push notifications the cancel button is missing and replaced by an unsubscribe button pressing the x to close goes back 2 levels of navigation super frustrating

the vertical scroll position is forgotten when returning to a previous page frustrating

please reduce the number of annoying service ads that pop up on login and get in my way when i urgently need to fix an issue with my balance"
2232,2232,2022-03-01 05:12:54,"{'id': 27633960, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Tania', 'modified': '2022-01-24T16:40:17Z'}","Hate it. Why everything has to be “improved” every year or two is beyond me. They fix one thing and break something else. This new look and functionality does not work for me. Having to do more scrolling up and down to find what I want is nothing but annoying. What’s next? More new and improved??  When, next year? More learning curves ahead?",4,True,nickelcouch,New & Improved?,hate it why everything has to be improved every year or two is beyond me they fix one thing and break something else this new look and functionality does not work for me having to do more scrolling up and down to find what i want is nothing but annoying whats next more new and improved  when next year more learning curves ahead
